"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1774432114349621535","Sun Mar 31 22:44:57 +0000 2024","0","@kegblgnunfaedh Selvi cuma luluh sama mas Gibran ","1774568595990925322","","kegblgnunfaedh","in","Surakarta, Jawa Tengah","0","0","0","https://x.com/ReyhanSafa1/status/1774568595990925322","1559948236382928896","ReyhanSafa1"
"1774288500537667786","Sun Mar 31 22:44:42 +0000 2024","0","@saidi_sudarsono Masalahnya disitu mereka minta gibran atau 02 gk boleh ikut. Kan melanggar hak bernegara seseorang","1774568531386114483","","saidi_sudarsono","in","","0","0","0","https://x.com/Prastyana4/status/1774568531386114483","1274551310646272000","Prastyana4"
"1774295200036487392","Sun Mar 31 22:43:47 +0000 2024","2","@TheLadyJokeer @gibran_tweet Kata PSI Hasto hanya bajaj tua yg kenalpotnya penuh asap ","1774568300594512214","","TheLadyJokeer","in","Denpasar, Bali","0","0","0","https://x.com/ketut188/status/1774568300594512214","2912664536","ketut188"
"1774367264256737574","Sun Mar 31 22:43:27 +0000 2024","0","@OposisiCerdas Rezim jokowi memaksa gribran menjadi wapres... rakyat berhak memaksa jokowi dan gibran turun... Perlu Harus Wajib Paksa Sampai turun...","1774568215236202753","","OposisiCerdas","in","","0","0","1","https://x.com/Thoyib83928012/status/1774568215236202753","1161802113606750208","Thoyib83928012"
"1774000353501167862","Sun Mar 31 22:43:04 +0000 2024","0","@KaixaVtuber @msaid_didu Hahahaha kasian kedunguannya udah setara kedengkiannya next 2029 gibran presiden biar lo pindah negara ","1774568121975841063","","KaixaVtuber","in","","0","0","0","https://x.com/ariidrianto/status/1774568121975841063","176120280","ariidrianto"
"1774038805722624202","Sun Mar 31 22:42:43 +0000 2024","0","@NenkMonica @officialMKRI @yennywahid @AgusYudhoyono @gibran_tweet Gawat orang seperti ini","1774568032448516558","","NenkMonica","in","Indonesia","0","0","0","https://x.com/Alank_Baka/status/1774568032448516558","1033317568545677315","Alank_Baka"
"1774335919161839989","Sun Mar 31 22:41:31 +0000 2024","0","@xquitavee yg percaya sama postinganmu FIX GIBRAN BANGET!!!!","1774567730584383936","","xquitavee","in","","0","0","0","https://x.com/CGusti99/status/1774567730584383936","1553423195767599104","CGusti99"
"1774486859307262047","Sun Mar 31 22:41:19 +0000 2024","0","@mayangreall1 Posisi d mn Tan... Skrg mau mendekat","1774567681989263453","","elshareal","in","Bogor, Jawa Barat","0","0","0","https://x.com/Asykarisaja/status/1774567681989263453","1760514234746912768","Asykarisaja"
"1772963415532736845","Sun Mar 31 22:41:10 +0000 2024","0","@nisma_mokhtar @StefanAntonio__ @gibran_tweet Kasian deh lu..kalau ga mau...ya ga usah komen....ga ada yg paksa kok","1774567641942049019","","nisma_mokhtar","in","toufen... Taiwan ","0","0","0","https://x.com/catasayank3456/status/1774567641942049019","1602620325782786050","catasayank3456"
"1774565343761215551","Sun Mar 31 22:41:04 +0000 2024","4","@Pencerah___ Mas mbang dalilnya klas lokal.. suara Fanatis melitan @prabowo Pemilu 2014 45% Pemilu 2019 48% Simpel+ KIM+ Gibran+ Relawan+ Progmelanjutkn = 58% masuk akal lihat Suara Partai Brp suara @aniesbaswedan Ngibul debat ko dibawa ke @officialMKRI @habiburokhman","1774567617317245263","","Pencerah___","in","","0","0","0","https://x.com/hadehate16/status/1774567617317245263","1622153911753900032","hadehate16"
"1774295200036487392","Sun Mar 31 22:40:18 +0000 2024","0","@TheLadyJokeer @JanPetrusPurba @gibran_tweet Org yg suka ngetag tokoh masyarakat itu butuh diperhatikan ya? Mmg nya loe siapa?","1774567422777045149","","TheLadyJokeer","in","Jakarta, Indonesia","0","0","0","https://x.com/Stef_Rud/status/1774567422777045149","2833745060","Stef_Rud"
"1774295200036487392","Sun Mar 31 22:38:53 +0000 2024","0","@TheLadyJokeer @gibran_tweet Kalau omongan org ngawur cenderung ngigau ngapain ditanggapi . Tp skr generasi muda makin tahu buat Hasto dan Pdip generasi muda itu jd barang yg hrs dihindari. Pastinya anak2 muda dianggap remeh sm dia. Masih mau pilih? ","1774567068693905408","","TheLadyJokeer","in","Jakarta, Indonesia","0","0","0","https://x.com/Stef_Rud/status/1774567068693905408","2833745060","Stef_Rud"
"1774377238403920330","Sun Mar 31 22:38:41 +0000 2024","0","@ferdinand_mpu @gibran_tweet Gak setuju Israel itu negara terorist pembunuh anak anak tidak berdoa https://t.co/V75xXelB5c","1774567015879201198","https://pbs.twimg.com/media/GKCHS8xakAAFvb0.jpg","ferdinand_mpu","in","","0","0","0","https://x.com/TatangSalman/status/1774567015879201198","1537047414087221249","TatangSalman"
"1774566913273962658","Sun Mar 31 22:38:16 +0000 2024","1","Muda2 dah bodoh mcm walaun https://t.co/nSIPdBEEB9","1774566913273962658","https://pbs.twimg.com/media/GKCHM4fbQAAsPlG.jpg","","in","","0","0","0","https://x.com/DeathtoKoruptor/status/1774566913273962658","132422126","DeathtoKoruptor"
"1774185088332513763","Sun Mar 31 22:37:58 +0000 2024","0","@habiburokhman Gugatlah kemana aja .. .. Yang jelas Prabowo Gibran sudah pilihan rakyat tidak ada yang bisa membatalkan suara rakyat","1774566839173222552","","habiburokhman","in","","0","0","0","https://x.com/YaniZuryani/status/1774566839173222552","1405050068453912577","YaniZuryani"
"1774559433735164110","Sun Mar 31 22:37:44 +0000 2024","0","@MoTeeTee @KompasTV Pamannya Gibran sudah diputuskan melanggar etik omon omon aje 02","1774566778968141907","","SolflareDev","in","","0","0","0","https://x.com/alvaro_noz/status/1774566778968141907","1699601210628886528","alvaro_noz"
"1774335919161839989","Sun Mar 31 22:36:55 +0000 2024","0","@5ribudollar_ @xquitavee Tolong q ngakak baca ini suamiku kalo q bertingkah bodoh jg dibilang jangan Gibran to ","1774566574491623542","","5ribudollar_","in","","0","0","0","https://x.com/bintangber_lian/status/1774566574491623542","1728774434197291008","bintangber_lian"
"1774351330825670851","Sun Mar 31 22:36:52 +0000 2024","0","@tvOneNews Antara lugu dungu sama belagu ya begini ini @gibran_tweet","1774566561321553994","","tvOneNews","in","Dumek","0","0","0","https://x.com/UGiatno/status/1774566561321553994","1170665438876798976","UGiatno"
"1774435417007538549","Sun Mar 31 22:36:16 +0000 2024","0","@AgusAjalah_ @psi_id @RajaJuliAntoni kayaknya dia kenal @kaesangp @gibran_tweet ","1774566409911279631","","AgusAjalah_","in","","0","0","0","https://x.com/amlfzn/status/1774566409911279631","1097269573848449024","amlfzn"
"1774295200036487392","Sun Mar 31 22:34:08 +0000 2024","0","@TheLadyJokeer @gibran_tweet Samsul mana berani klarifikasi ngomong aja nga...ngu....nga...ngu.. dengan mata belernya..","1774565871983489336","","TheLadyJokeer","in","Botim","0","0","0","https://x.com/MoningJanuarius/status/1774565871983489336","1457360006827839496","MoningJanuarius"
"1773907646338523302","Sun Mar 31 22:32:51 +0000 2024","0","@sandyalfia96694 @gibran_tweet @PDI_Perjuangan Jangan nudah mengharamkan sesuatu.....hanya karna syahwat ingin menaang...","1774565547465916827","","sandyalfia96694","in","Kota Dumai, Riau","0","0","0","https://x.com/Andrianmar36030/status/1774565547465916827","1671611204274634753","Andrianmar36030"
"1774439328724422764","Sun Mar 31 22:32:23 +0000 2024","2","@Kimberley_PS08 Hufft...... Lu tau kan Anwar Usman sang ketua MK (paman gibran) melakukan pelanggaran etik berat karena turut meloloskan gibran agar bisa maju jadi cawapres? Jika Jokowi seorang negarawan y beretika dia tak akan memaksakan anaknya maju disaat masih mjabat Presiden","1774565432625869057","","Kimberley_PS08","in","","0","0","2","https://x.com/mataairku/status/1774565432625869057","160488966","mataairku"
"1774541446600962244","Sun Mar 31 22:31:59 +0000 2024","0","@MiftahulIsna Mau dong d masakin ma Tantecyg Cantik..","1774565330066780341","","MiftahulIsna","in","Bogor, Jawa Barat","0","0","0","https://x.com/Asykarisaja/status/1774565330066780341","1760514234746912768","Asykarisaja"
"1774565222432571482","Sun Mar 31 22:31:33 +0000 2024","0","Di negara zionist ada Netanyahu Di indonesia ada @jokowi Jd wajar jk uang APBN bansos 490T hrs di usut krn hnya bs dibelanjakan utk mendapatkn capres/cawapres 2024 sekelas @prabowo @gibran_tweet Gk bs mendapatkn sekelas Vladimir putin https://t.co/mFdXNjWBNT","1774565222432571482","","","in","","0","0","0","https://x.com/RinduBae_Wish/status/1774565222432571482","1604819722754629632","RinduBae_Wish"
"1773959505250046043","Sun Mar 31 22:31:16 +0000 2024","0","@gibran_tweet Kata hasto lu pemimpin pembohong","1774565150412185761","","gibran_tweet","in","Jakarta","0","0","0","https://x.com/hesanpitosa/status/1774565150412185761","186434280","hesanpitosa"
"1774524371157365215","Sun Mar 31 22:30:51 +0000 2024","0","@MiftahulIsna itu apaan Lendirnya ko gitu...","1774565045080654277","","MiftahulIsna","in","Bogor, Jawa Barat","0","0","0","https://x.com/Asykarisaja/status/1774565045080654277","1760514234746912768","Asykarisaja"
"1774351330825670851","Sun Mar 31 22:29:50 +0000 2024","1","@Kemal2sk @tvOneNews Bagaimana menurut mu brow @gibran_tweet awokawokawok","1774564789349708101","","Kemal2sk","in","Sunda Bandung asli","0","0","0","https://x.com/rusli_andy/status/1774564789349708101","1293887113","rusli_andy"
"1774295200036487392","Sun Mar 31 22:29:48 +0000 2024","0","@TheLadyJokeer @gibran_tweet Bukan info baru. Udh byk kader pdip yg nanya hal yg sma ke samsul n jawaban samsul sma spt yg hasto katakan. Di depan media aja bs diliat apa jwb2an samsul n bpknya. Byk yg udh diboongin sma samsul n bpk nya ","1774564783729283466","","TheLadyJokeer","in","","0","0","0","https://x.com/daniel_ch_sj/status/1774564783729283466","1521570367630102528","daniel_ch_sj"
"1774295200036487392","Sun Mar 31 22:08:50 +0000 2024","0","@TheLadyJokeer @gibran_tweet Hahaha... Keledai gak akan jatuh di lobang yang sama....","1774559506221142026","","TheLadyJokeer","in","","0","0","0","https://x.com/Yaka_sulistya/status/1774559506221142026","274357098","Yaka_sulistya"
"1774559466945659070","Sun Mar 31 22:08:41 +0000 2024","0","Petinggi Gerindra Balas Hasto PDIP yang Ibaratkan Gibran Seperti Sopir Truk https://t.co/fA3wiTq2Fi lewat @tribunnews #gerindra #HastoKristiyanto #pdip #gibran #habiburokhman","1774559466945659070","","","in","Balikpapan, Indonesia","0","0","0","https://x.com/tribunkaltim/status/1774559466945659070","103551225","tribunkaltim"
"1774295200036487392","Sun Mar 31 22:07:53 +0000 2024","0","@TheLadyJokeer @gibran_tweet Cc : raden bagus @gibran_tweet Cc : pak @prabowo Monggo di simak video ini","1774559265250066650","","TheLadyJokeer","in","Sleman, Indonesia","0","0","0","https://x.com/hardi_hardiman2/status/1774559265250066650","776211223079641088","hardi_hardiman2"
